"id","prediction","predictions"
1024939,2215.62936313214,2215.62936313214
1024940,1218.25342114926,1218.25342114926
1024941,1762.56304664014,1762.56304664014
1024942,1451.39126813095,1451.39126813095
1024943,1264.35892919343,1264.35892919343
1024944,1076.43336746493,1076.43336746493
1024945,1071.6534639548,1071.6534639548
1024946,1614.58916575107,1614.58916575107
1024947,1949.44084526867,1949.44084526867
1024948,1537.90493243854,1537.90493243854
1024949,1108.40064778025,1108.40064778025
1024950,1714.3753256672,1714.3753256672
1024951,2067.75285791438,2067.75285791438
1024952,4122.30703781848,4122.30703781848
1024953,3191.235785693,3191.235785693
1024954,2211.6485190664,2211.6485190664
1024955,2535.84045431107,2535.84045431107
1024956,1226.47054764139,1226.47054764139
1024957,3337.56715943639,3337.56715943639
1024958,1674.84105477082,1674.84105477082
1024959,2289.64078844655,2289.64078844655
1024960,2509.78580554433,2509.78580554433
1024961,1484.51045615727,1484.51045615727
1024962,1311.3991441584,1311.3991441584
1024963,1321.6034994244,1321.6034994244
1024964,3424.67050556494,3424.67050556494
1024965,1450.25901917724,1450.25901917724
1024966,1834.35717100372,1834.35717100372
1024967,1289.06391493233,1289.06391493233
1024968,949.31417385384,949.31417385384
1024969,2253.4532949803,2253.4532949803
1024970,2500.72519702133,2500.72519702133
1024971,1567.08450555854,1567.08450555854
1024972,1272.83673947483,1272.83673947483
1024973,2678.83340146432,2678.83340146432
1024974,985.044286463567,985.044286463567
1024975,1446.40930138519,1446.40930138519
1024976,1569.75266522239,1569.75266522239
1024977,1885.77611829015,1885.77611829015
1024978,1370.10433769183,1370.10433769183
1024979,1850.58630839734,1850.58630839734
1024980,897.750668110681,897.750668110681
1024981,2814.57155085593,2814.57155085593
1024982,3230.82885542762,3230.82885542762
1024983,3238.56146038638,3238.56146038638
1024984,3028.23738722109,3028.23738722109
1024985,1831.31252890323,1831.31252890323
1024986,2113.79325776319,2113.79325776319
1024987,1923.33448817484,1923.33448817484
1024988,1622.36980832272,1622.36980832272
1024989,1675.85813292161,1675.85813292161
1024990,1386.63342986501,1386.63342986501
1024991,1523.53263422492,1523.53263422492
1024992,1232.50762862477,1232.50762862477
1024993,1764.77134834749,1764.77134834749
1024994,1200.05064217171,1200.05064217171
1024995,1933.38318153536,1933.38318153536
1024996,2775.27438123643,2775.27438123643
1024997,1974.71320362528,1974.71320362528
1024998,1155.25906968141,1155.25906968141
1024999,1238.87892076672,1238.87892076672
1025000,1137.19924570469,1137.19924570469
1025001,1842.00646094505,1842.00646094505
1025002,1599.01660006351,1599.01660006351
1025003,2647.71750345381,2647.71750345381
1025004,1570.44042608041,1570.44042608041
1025005,2171.49253134966,2171.49253134966
1025006,1677.8064676931,1677.8064676931
1025007,3665.15158781228,3665.15158781228
1025008,1769.30813156414,1769.30813156414
1025009,1248.26892847219,1248.26892847219
1025010,1645.84826756507,1645.84826756507
1025011,1617.36766933301,1617.36766933301
1025012,2182.96213143121,2182.96213143121
1025013,1311.44678155977,1311.44678155977
1025014,1019.13531175788,1019.13531175788
1025015,3222.19155914141,3222.19155914141
1025016,1360.11325484304,1360.11325484304
1025017,2197.42790146989,2197.42790146989
1025018,993.615779784135,993.615779784135
1025019,1894.16535318786,1894.16535318786
1025020,2944.50330538765,2944.50330538765
1025021,2615.79333891524,2615.79333891524
1025022,1873.39448157235,1873.39448157235
1025023,1548.06110501043,1548.06110501043
1025024,1382.61556354481,1382.61556354481
1025025,2550.6458628354,2550.6458628354
1025026,886.136774768285,886.136774768285
1025027,2301.7707074595,2301.7707074595
1025028,2341.04810234321,2341.04810234321
1025029,1654.54265632256,1654.54265632256
1025030,2057.24304054365,2057.24304054365
1025031,1940.93266300191,1940.93266300191
1025032,1833.75739435626,1833.75739435626
1025033,946.270065864386,946.270065864386
1025034,1005.66800612157,1005.66800612157
1025035,1106.39233392257,1106.39233392257
1025036,2406.1276237319,2406.1276237319
1025037,3363.24324312982,3363.24324312982
1025038,2158.96163954491,2158.96163954491
1025039,1663.39670354602,1663.39670354602
1025040,1505.23856493377,1505.23856493377
1025041,2106.87016318104,2106.87016318104
1025042,896.798972949932,896.798972949932
1025043,2868.93729352622,2868.93729352622
1025044,1126.02060269689,1126.02060269689
1025045,1502.76020449016,1502.76020449016
1025046,3728.02572837194,3728.02572837194
1025047,1448.59439676955,1448.59439676955
1025048,1540.35774382082,1540.35774382082
1025049,1636.46512581748,1636.46512581748
1025050,1916.13748860092,1916.13748860092
1025051,1674.53116923884,1674.53116923884
1025052,1207.9972235527,1207.9972235527
1025053,1290.77287947309,1290.77287947309
1025054,2482.56727767271,2482.56727767271
1025055,1379.41181027753,1379.41181027753
1025056,2738.23357939162,2738.23357939162
1025057,1393.84003685259,1393.84003685259
1025058,1444.67777789048,1444.67777789048
1025059,2219.28948502329,2219.28948502329
1025060,2528.3130955995,2528.3130955995
1025061,1218.67215498987,1218.67215498987
1025062,1239.96971280562,1239.96971280562
1025063,2202.72266567015,2202.72266567015
1025064,1534.53558895928,1534.53558895928
1025065,1677.7323515414,1677.7323515414
1025066,1070.67527376287,1070.67527376287
1025067,2923.06528639256,2923.06528639256
1025068,2596.15785543307,2596.15785543307
1025069,3397.08460639275,3397.08460639275
1025070,1298.89457902395,1298.89457902395
1025071,1144.23961768287,1144.23961768287
1025072,2667.93115793492,2667.93115793492
1025073,1610.04069465888,1610.04069465888
1025074,1491.1018374989,1491.1018374989
1025075,1393.70203662347,1393.70203662347
1025076,1786.64273830275,1786.64273830275
1025077,1530.93878052205,1530.93878052205
1025078,3524.51681297415,3524.51681297415
1025079,2469.67981227712,2469.67981227712
1025080,1657.76396803861,1657.76396803861
1025081,1952.83022596879,1952.83022596879
1025082,1614.94251078346,1614.94251078346
1025083,1600.59937533412,1600.59937533412
1025084,1280.01244076127,1280.01244076127
1025085,1220.91736533764,1220.91736533764
1025086,1485.17984577735,1485.17984577735
1025087,1254.05164289555,1254.05164289555
1025088,2234.85859473576,2234.85859473576
1025089,1803.00935190838,1803.00935190838
1025090,1325.35679958449,1325.35679958449
1025091,1964.04587115114,1964.04587115114
1025092,1503.21197027901,1503.21197027901
1025093,1986.07570676311,1986.07570676311
1025094,1901.27708400537,1901.27708400537
1025095,1041.15321569606,1041.15321569606
1025096,2444.67809842529,2444.67809842529
1025097,2878.62602465134,2878.62602465134
1025098,1243.54062178839,1243.54062178839
1025099,2537.1578587912,2537.1578587912
1025100,1654.44417069264,1654.44417069264
1025101,1137.03610118631,1137.03610118631
1025102,1915.89464411144,1915.89464411144
1025103,1905.31658311145,1905.31658311145
1025104,1473.52599904146,1473.52599904146
1025105,1810.30572205967,1810.30572205967
1025106,1330.96583484656,1330.96583484656
1025107,2400.06858694735,2400.06858694735
1025108,1619.81247897606,1619.81247897606
1025109,3408.63929754325,3408.63929754325
1025110,1284.9303772161,1284.9303772161
1025111,1926.56401036932,1926.56401036932
1025112,2770.83845870408,2770.83845870408
1025113,2514.47332840996,2514.47332840996
1025114,3619.19797049406,3619.19797049406
1025115,2266.51736557096,2266.51736557096
1025116,1088.38902422101,1088.38902422101
1025117,1024.20072811394,1024.20072811394
1025118,2207.37125612125,2207.37125612125
1025119,1007.44739647996,1007.44739647996
1025120,2489.64613977744,2489.64613977744
1025121,2687.94910631015,2687.94910631015
1025122,1654.91521820989,1654.91521820989
1025123,3131.62898801093,3131.62898801093
1025124,2127.6800438722,2127.6800438722
1025125,3204.82233829329,3204.82233829329
1025126,2317.49524906309,2317.49524906309
1025127,3382.16925977963,3382.16925977963
1025128,1877.38721937954,1877.38721937954
1025129,2638.65534236379,2638.65534236379
1025130,1390.20108432705,1390.20108432705
1025131,2951.49782125917,2951.49782125917
1025132,2131.87583186682,2131.87583186682
1025133,1915.61301492453,1915.61301492453
1025134,1172.4871328087,1172.4871328087
1025135,1540.32433647993,1540.32433647993
1025136,2040.04242368992,2040.04242368992
1025137,1298.23123551549,1298.23123551549
1025138,2002.58907646047,2002.58907646047
1025139,1240.0070063937,1240.0070063937
1025140,1857.15313885831,1857.15313885831
1025141,2414.25419583256,2414.25419583256
1025142,2286.16244183865,2286.16244183865
1025143,1260.8176170927,1260.8176170927
1025144,3513.51081835719,3513.51081835719
1025145,1320.77441412375,1320.77441412375
1025146,1355.27304427699,1355.27304427699
1025147,1788.54411140673,1788.54411140673
1025148,1121.89933778305,1121.89933778305
1025149,1360.3434471446,1360.3434471446
1025150,2066.64368066293,2066.64368066293
1025151,1292.25294693749,1292.25294693749
1025152,2140.45235973137,2140.45235973137
1025153,2671.88415534989,2671.88415534989
1025154,1120.77205168168,1120.77205168168
1025155,2919.93550481473,2919.93550481473
1025156,1760.49120938278,1760.49120938278
1025157,1675.42618036549,1675.42618036549
1025158,2388.14721572844,2388.14721572844
1025159,1084.91644819605,1084.91644819605
1025160,2415.7372153621,2415.7372153621
1025161,956.257761008037,956.257761008037
1025162,1171.21827876922,1171.21827876922
1025163,1412.72569530009,1412.72569530009
1025164,1011.77767992863,1011.77767992863
1025165,2232.32456469222,2232.32456469222
1025166,1810.40953453166,1810.40953453166
1025167,622.771320906077,622.771320906077
1025168,2664.577272076,2664.577272076
1025169,1348.03612791387,1348.03612791387
1025170,2101.47718645875,2101.47718645875
1025171,2393.04101877864,2393.04101877864
1025172,1730.3579605713,1730.3579605713
1025173,1020.05905857304,1020.05905857304
1025174,2584.03619178968,2584.03619178968
1025175,1555.20770910869,1555.20770910869
1025176,1191.30778876127,1191.30778876127
1025177,3136.83363379317,3136.83363379317
1025178,2361.30305804038,2361.30305804038
1025179,3244.95017441055,3244.95017441055
1025180,1968.27930052576,1968.27930052576
1025181,1626.7631179638,1626.7631179638
1025182,1798.50205533622,1798.50205533622
1025183,1235.80200738827,1235.80200738827
1025184,1915.06149230936,1915.06149230936
1025185,1829.87167279763,1829.87167279763
1025186,2412.49059954916,2412.49059954916
1025187,4223.99445330136,4223.99445330136
1025188,1667.38172029295,1667.38172029295
1025189,1478.90881955163,1478.90881955163
1025190,1763.12325031581,1763.12325031581
1025191,2202.24352625098,2202.24352625098
1025192,1356.49095654904,1356.49095654904
1025193,1434.82245609417,1434.82245609417
1025194,2370.02617343795,2370.02617343795
1025195,1200.53926410743,1200.53926410743
1025196,971.033001693214,971.033001693214
1025197,1508.70859743986,1508.70859743986
1025198,3128.64312314388,3128.64312314388
1025199,1347.10970862012,1347.10970862012
1025200,1468.22327491291,1468.22327491291
1025201,2050.71652377539,2050.71652377539
1025202,3475.14281904696,3475.14281904696
1025203,992.605237064356,992.605237064356
1025204,1648.03229135163,1648.03229135163
1025205,1755.92164580323,1755.92164580323
1025206,1763.262271046,1763.262271046
1025207,2130.5503999481,2130.5503999481
1025208,2589.28277961148,2589.28277961148
1025209,1820.00148604824,1820.00148604824
1025210,1470.31405704705,1470.31405704705
1025211,1961.10506584388,1961.10506584388
1025212,840.575011874931,840.575011874931
1025213,1725.96006296074,1725.96006296074
1025214,1689.78189282021,1689.78189282021
1025215,1271.97085788142,1271.97085788142
1025216,1130.53103265136,1130.53103265136
1025217,2140.04250118613,2140.04250118613
1025218,1269.90518873277,1269.90518873277
1025219,1086.43320281374,1086.43320281374
1025220,3489.87300874717,3489.87300874717
1025221,2054.21893975373,2054.21893975373
1025222,2977.77580291633,2977.77580291633
1025223,1662.98855434981,1662.98855434981
1025224,2587.47534918737,2587.47534918737
1025225,1699.34670012485,1699.34670012485
1025226,1698.94502598938,1698.94502598938
1025227,2026.24715912675,2026.24715912675
1025228,2334.80513381438,2334.80513381438
1025229,1535.23843719109,1535.23843719109
1025230,1527.48686228169,1527.48686228169
1025231,895.091813405961,895.091813405961
1025232,1634.32344316315,1634.32344316315
1025233,3938.55884016816,3938.55884016816
1025234,1394.32283792438,1394.32283792438
1025235,1587.69197848633,1587.69197848633
1025236,1611.55731288928,1611.55731288928
1025237,2323.02992759237,2323.02992759237
1025238,1774.1774271584,1774.1774271584
1025239,2419.42151847266,2419.42151847266
1025240,1454.51033056575,1454.51033056575
1025241,1714.82361043161,1714.82361043161
1025242,1481.64410469945,1481.64410469945
1025243,1129.54398247063,1129.54398247063
1025244,1330.25400888141,1330.25400888141
1025245,2758.80142714982,2758.80142714982
1025246,2940.47631021043,2940.47631021043
1025247,1743.02947420248,1743.02947420248
1025248,1863.78930414074,1863.78930414074
1025249,1523.12452384946,1523.12452384946
1025250,1388.66601784782,1388.66601784782
1025251,2155.50228436639,2155.50228436639
1025252,3194.37163035112,3194.37163035112
1025253,1866.56170791373,1866.56170791373
1025254,1113.67167794094,1113.67167794094
1025255,2220.80934328749,2220.80934328749
1025256,2608.12105430297,2608.12105430297
1025257,1004.46147533443,1004.46147533443
1025258,1604.98455346874,1604.98455346874
1025259,1194.54504579361,1194.54504579361
1025260,1828.9779342135,1828.9779342135
1025261,2646.12770736115,2646.12770736115
1025262,1910.58207637003,1910.58207637003
1025263,2375.26342985186,2375.26342985186
1025264,1801.55077900545,1801.55077900545
1025265,1249.52283816281,1249.52283816281
1025266,2886.35584910169,2886.35584910169
1025267,1257.01599345806,1257.01599345806
1025268,937.322016725756,937.322016725756
1025269,1314.07986258221,1314.07986258221
1025270,1505.56653738239,1505.56653738239
1025271,1007.29732125457,1007.29732125457
1025272,2816.62769328132,2816.62769328132
1025273,1050.2669013069,1050.2669013069
1025274,3223.95091260316,3223.95091260316
1025275,1863.70706735466,1863.70706735466
1025276,948.626922672443,948.626922672443
1025277,2371.54628960944,2371.54628960944
1025278,2041.35001227463,2041.35001227463
1025279,2643.62343580404,2643.62343580404
1025280,1930.39982371308,1930.39982371308
1025281,552.64263442986,552.64263442986
1025282,1887.97054544124,1887.97054544124
1025283,1672.64927269452,1672.64927269452
1025284,1253.49651714445,1253.49651714445
1025285,1032.75166318768,1032.75166318768
1025286,1166.59063157339,1166.59063157339
1025287,1276.31823697098,1276.31823697098
1025288,1239.56578198583,1239.56578198583
1025289,2221.54246566366,2221.54246566366
1025290,2012.89511476063,2012.89511476063
1025291,1542.50690955532,1542.50690955532
1025292,1007.78740453963,1007.78740453963
1025293,1184.89477149271,1184.89477149271
1025294,1299.69554495129,1299.69554495129
1025295,3262.51618649022,3262.51618649022
1025296,1852.81425645343,1852.81425645343
1025297,1655.85391254622,1655.85391254622
1025298,681.041212062545,681.041212062545
1025299,1569.02623455347,1569.02623455347
1025300,1770.95170783124,1770.95170783124
1025301,2491.52343535477,2491.52343535477
1025302,1984.40800931364,1984.40800931364
1025303,1707.99006978588,1707.99006978588
1025304,2419.07489714274,2419.07489714274
1025305,2007.50220578754,2007.50220578754
1025306,1182.42873307507,1182.42873307507
1025307,1035.16805771878,1035.16805771878
1025308,1748.56204374675,1748.56204374675
1025309,1853.73231081729,1853.73231081729
1025310,1458.08476449958,1458.08476449958
1025311,2752.22620928557,2752.22620928557
1025312,2267.39256069135,2267.39256069135
1025313,2088.88412040527,2088.88412040527
1025314,1962.40582683701,1962.40582683701
1025315,2698.91536487857,2698.91536487857
1025316,5416.22115440429,5416.22115440429
1025317,2144.00819469449,2144.00819469449
1025318,1969.99342486279,1969.99342486279
1025319,1342.65821639489,1342.65821639489
1025320,1492.02858690329,1492.02858690329
1025321,1081.6609930927,1081.6609930927
1025322,2926.2549330804,2926.2549330804
1025323,2266.99389372986,2266.99389372986
1025324,1373.81619827874,1373.81619827874
1025325,2022.33617558221,2022.33617558221
1025326,3146.80594295164,3146.80594295164
1025327,2386.15136815079,2386.15136815079
1025328,1623.19829984767,1623.19829984767
1025329,1071.84057446293,1071.84057446293
1025330,2151.83754316076,2151.83754316076
1025331,2964.87461366127,2964.87461366127
1025332,1451.27392641753,1451.27392641753
1025333,1582.0724163034,1582.0724163034
1025334,2354.99419245637,2354.99419245637
1025335,1872.19513596798,1872.19513596798
1025336,1453.12651013857,1453.12651013857
1025337,1202.50828706474,1202.50828706474
1025338,1134.18926510228,1134.18926510228
1025339,1662.70455425547,1662.70455425547
1025340,1642.0459712326,1642.0459712326
1025341,1593.85535251364,1593.85535251364
1025342,2746.68357764831,2746.68357764831
1025343,4684.64368379108,4684.64368379108
1025344,1674.76513790325,1674.76513790325
1025345,1048.96411849467,1048.96411849467
1025346,1482.65522213059,1482.65522213059
1025347,1712.41106955868,1712.41106955868
1025348,1014.47966068743,1014.47966068743
1025349,822.164499098451,822.164499098451
1025350,1656.61733646279,1656.61733646279
1025351,1401.51412296859,1401.51412296859
1025352,2543.16034606168,2543.16034606168
1025353,1338.28542519931,1338.28542519931
1025354,1781.31128713817,1781.31128713817
1025355,822.172163463901,822.172163463901
1025356,2678.58858619822,2678.58858619822
1025357,1666.14407232139,1666.14407232139
1025358,2031.03705513964,2031.03705513964
1025359,1892.20243093777,1892.20243093777
1025360,1857.58589245785,1857.58589245785
1025361,1113.15069949325,1113.15069949325
1025362,3143.35626507132,3143.35626507132
1025363,1109.75831156483,1109.75831156483
1025364,2695.58845928845,2695.58845928845
1025365,1226.95423912536,1226.95423912536
1025366,1146.03583205545,1146.03583205545
1025367,2266.49707330627,2266.49707330627
1025368,2516.10437852193,2516.10437852193
1025369,1487.29857738496,1487.29857738496
1025370,2666.05246104049,2666.05246104049
1025371,1808.93476593086,1808.93476593086
1025372,1672.50914907261,1672.50914907261
1025373,1087.15277590575,1087.15277590575
1025374,854.608019146501,854.608019146501
1025375,1524.18497769466,1524.18497769466
1025376,989.359398940601,989.359398940601
1025377,1542.70861864682,1542.70861864682
1025378,2006.41829992226,2006.41829992226
1025379,3405.00873152494,3405.00873152494
1025380,2397.70553721641,2397.70553721641
1025381,2582.67933591301,2582.67933591301
1025382,1475.16825363492,1475.16825363492
1025383,2003.89703278084,2003.89703278084
1025384,1224.15992358505,1224.15992358505
1025385,1461.41464767466,1461.41464767466
1025386,1563.06297267534,1563.06297267534
1025387,910.477889682614,910.477889682614
1025388,1204.57607998896,1204.57607998896
1025389,1390.3586047143,1390.3586047143
1025390,1121.3194626313,1121.3194626313
1025391,1514.92172633732,1514.92172633732
1025392,2649.84160785947,2649.84160785947
1025393,1189.75066383142,1189.75066383142
1025394,1328.4445932734,1328.4445932734
1025395,1720.11033450031,1720.11033450031
1025396,3795.70881494739,3795.70881494739
1025397,1853.32631796873,1853.32631796873
1025398,1187.43462066286,1187.43462066286
1025399,1640.77788453734,1640.77788453734
1025400,2341.00943862341,2341.00943862341
1025401,3268.90968509889,3268.90968509889
1025402,2795.54215334441,2795.54215334441
1025403,2322.66217846322,2322.66217846322
1025404,1374.17743329184,1374.17743329184
1025405,1579.91339863139,1579.91339863139
1025406,1938.60674245363,1938.60674245363
1025407,2118.00394460217,2118.00394460217
1025408,1813.50292453305,1813.50292453305
1025409,2544.74957861645,2544.74957861645
1025410,1369.39141102551,1369.39141102551
1025411,2208.06267796118,2208.06267796118
1025412,3392.24586057136,3392.24586057136
1025413,2129.47333873654,2129.47333873654
1025414,1546.75346510319,1546.75346510319
1025415,1148.57761981558,1148.57761981558
1025416,2459.91863191816,2459.91863191816
1025417,1926.94844115648,1926.94844115648
1025418,1444.66023513713,1444.66023513713
1025419,2333.86505109915,2333.86505109915
1025420,1034.79352374544,1034.79352374544
1025421,1222.75760642667,1222.75760642667
1025422,2810.67082801836,2810.67082801836
1025423,1866.52559881671,1866.52559881671
1025424,2250.45026123748,2250.45026123748
1025425,1068.81785915499,1068.81785915499
1025426,1116.587665602,1116.587665602
1025427,2561.14298530043,2561.14298530043
1025428,2167.46534434347,2167.46534434347
1025429,2056.71640353017,2056.71640353017
1025430,885.408905801911,885.408905801911
1025431,1032.64504430453,1032.64504430453
1025432,1899.62789560021,1899.62789560021
1025433,1712.38252540229,1712.38252540229
1025434,1846.6867587718,1846.6867587718
1025435,1497.57253801273,1497.57253801273
1025436,1442.84795271765,1442.84795271765
1025437,3228.88660847757,3228.88660847757
1025438,2527.09085419292,2527.09085419292
1025439,1161.86357562106,1161.86357562106
1025440,2153.11209872855,2153.11209872855
1025441,2654.16195791513,2654.16195791513
1025442,1434.29347825697,1434.29347825697
1025443,1785.94080046109,1785.94080046109
1025444,2225.95946946888,2225.95946946888
1025445,1139.26893124376,1139.26893124376
1025446,1110.37842590682,1110.37842590682
1025447,2504.66924184318,2504.66924184318
1025448,1514.03493788534,1514.03493788534
1025449,2547.65644336131,2547.65644336131
1025450,1042.33479997177,1042.33479997177
1025451,1998.06040169986,1998.06040169986
1025452,1453.02949783487,1453.02949783487
1025453,1029.38906655573,1029.38906655573
1025454,2799.44689871563,2799.44689871563
1025455,1647.74475216021,1647.74475216021
1025456,4628.27605994249,4628.27605994249
1025457,1279.63816254049,1279.63816254049
1025458,1354.70820995334,1354.70820995334
1025459,1863.37829217744,1863.37829217744
1025460,2479.74879993792,2479.74879993792
1025461,1926.42540202477,1926.42540202477
1025462,876.911241584039,876.911241584039
1025463,1998.57903377936,1998.57903377936
1025464,2205.29181290201,2205.29181290201
1025465,1090.08392493947,1090.08392493947
1025466,2616.10806601105,2616.10806601105
1025467,2445.8538645614,2445.8538645614
1025468,1432.16392769483,1432.16392769483
1025469,2384.28535964727,2384.28535964727
1025470,2701.2481492683,2701.2481492683
1025471,1629.17378358139,1629.17378358139
1025472,1853.38282501623,1853.38282501623
1025473,3023.15443759941,3023.15443759941
1025474,2053.98194000648,2053.98194000648
1025475,1787.51931923258,1787.51931923258
1025476,1764.29309000847,1764.29309000847
1025477,1183.2429320615,1183.2429320615
1025478,1665.12010976929,1665.12010976929
1025479,2835.28635308203,2835.28635308203
1025480,1174.36941026353,1174.36941026353
1025481,3661.05153796263,3661.05153796263
1025482,2818.74949470114,2818.74949470114
1025483,2809.23163865564,2809.23163865564
1025484,1157.25945126794,1157.25945126794
1025485,2232.46171406322,2232.46171406322
1025486,1748.98063628088,1748.98063628088
1025487,2011.95085677612,2011.95085677612
1025488,1690.28955400405,1690.28955400405
1025489,1796.68549799252,1796.68549799252
1025490,1169.28801748726,1169.28801748726
1025491,2292.64634352924,2292.64634352924
1025492,1169.99292135472,1169.99292135472
1025493,1014.78060381319,1014.78060381319
1025494,1442.21386330227,1442.21386330227
1025495,2852.50452397626,2852.50452397626
1025496,1305.05145056886,1305.05145056886
1025497,1369.92858701831,1369.92858701831
1025498,1174.35097352912,1174.35097352912
1025499,1974.44622669918,1974.44622669918
1025500,1529.0422540765,1529.0422540765
1025501,1332.54004299803,1332.54004299803
1025502,4228.91264828,4228.91264828
1025503,2194.87399604421,2194.87399604421
1025504,1159.19796087556,1159.19796087556
1025505,914.45595366093,914.45595366093
1025506,1500.77360019701,1500.77360019701
1025507,1315.80478821546,1315.80478821546
1025508,2356.20965683375,2356.20965683375
1025509,3152.82799966794,3152.82799966794
1025510,1237.18893822309,1237.18893822309
1025511,1628.77631249782,1628.77631249782
1025512,1351.97709914112,1351.97709914112
1025513,2878.4534403134,2878.4534403134
1025514,2640.49274602259,2640.49274602259
1025515,2586.19582789491,2586.19582789491
1025516,1504.94737335221,1504.94737335221
1025517,1671.79429609426,1671.79429609426
1025518,1334.30130475727,1334.30130475727
1025519,870.374884885907,870.374884885907
1025520,2540.5707743191,2540.5707743191
1025521,1377.75113619351,1377.75113619351
1025522,2671.28308392099,2671.28308392099
1025523,2196.52989664357,2196.52989664357
1025524,1852.03242093441,1852.03242093441
1025525,2398.74691427086,2398.74691427086
1025526,1324.78954132618,1324.78954132618
1025527,2439.91863610373,2439.91863610373
1025528,1820.61152694063,1820.61152694063
1025529,1972.92272028903,1972.92272028903
1025530,1138.1013983861,1138.1013983861
1025531,2985.81842799291,2985.81842799291
1025532,1746.23777262885,1746.23777262885
1025533,1435.07452262749,1435.07452262749
1025534,3019.68163729537,3019.68163729537
1025535,1305.33508542764,1305.33508542764
1025536,2997.52345781884,2997.52345781884
1025537,1591.3835341647,1591.3835341647
1025538,1762.29723403621,1762.29723403621
1025539,2849.4547530662,2849.4547530662
1025540,769.257095408858,769.257095408858
1025541,1061.58916767427,1061.58916767427
1025542,2259.94000774654,2259.94000774654
1025543,1674.33976833029,1674.33976833029
1025544,1478.3923007881,1478.3923007881
1025545,1383.60022238092,1383.60022238092
1025546,2215.13728673113,2215.13728673113
1025547,1119.97918793389,1119.97918793389
1025548,2601.51051851928,2601.51051851928
1025549,2062.71467523351,2062.71467523351
1025550,2276.3014644744,2276.3014644744
1025551,1420.60423393993,1420.60423393993
1025552,1177.12898481139,1177.12898481139
1025553,1328.79210841745,1328.79210841745
1025554,1502.20227565737,1502.20227565737
1025555,1154.98878845647,1154.98878845647
1025556,2142.30943719582,2142.30943719582
1025557,3420.60269532358,3420.60269532358
1025558,2861.08173658441,2861.08173658441
1025559,2461.3462941765,2461.3462941765
1025560,1481.13872691772,1481.13872691772
1025561,2047.68345122682,2047.68345122682
1025562,979.464098460823,979.464098460823
1025563,1573.48429028169,1573.48429028169
1025564,1557.96901261557,1557.96901261557
1025565,2274.56635501503,2274.56635501503
1025566,1258.93708582431,1258.93708582431
1025567,1574.48851561899,1574.48851561899
1025568,1560.18087783323,1560.18087783323
1025569,2110.07452279283,2110.07452279283
1025570,1782.94539656646,1782.94539656646
1025571,1215.54887730629,1215.54887730629
1025572,959.747240583161,959.747240583161
1025573,1386.33838867294,1386.33838867294
1025574,1518.81280909145,1518.81280909145
1025575,1583.42490732156,1583.42490732156
1025576,2266.31399269714,2266.31399269714
1025577,1332.09471337081,1332.09471337081
